asset_id,machine_type,sop_task,frequency,ppe_required,critical_task,location
CR-MAT-0043,Planer Machine,Inspect structural bolts tightness,Quarterly,No,Yes,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Check vibration levels,Monthly,Yes,Yes,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Verify emergency stop function,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Check sensor calibration,Quarterly,No,Yes,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Inspect safety guards,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Check noise levels,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Inspect foundation integrity,Yearly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Verify control system backup,Quarterly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0043,Planer Machine,Clean machine body and surroundings,Monthly,Yes,No,LHB Coach Maintenance Facility
CR-MAT-0044,Slotting Machine,General lubrication of moving parts,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Check electrical panel health,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Check vibration levels,Monthly,No,Yes,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Verify emergency stop function,Monthly,No,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Check sensor calibration,Quarterly,No,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Inspect safety guards,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Check noise levels,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Inspect foundation integrity,Yearly,Yes,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Verify control system backup,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0044,Slotting Machine,Clean machine body and surroundings,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0045,Radial Drilling Machine,Check spindle alignment,Monthly,No,No,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Lubricate column guideways,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Inspect motor current draw,Quarterly,Yes,No,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Check coolant flow,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Inspect chuck wear,Quarterly,Yes,No,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Check belt tension,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Verify emergency stop function,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Check foundation bolts tightness,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Inspect wiring insulation,Quarterly,No,Yes,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Check vibration levels,Monthly,No,No,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Verify speed calibration,Quarterly,Yes,No,Wheel Shop
CR-MAT-0045,Radial Drilling Machine,Clean chip trays and guards,Monthly,No,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Check chuck jaw wear,Monthly,Yes,No,Wheel Shop
CR-MAT-0046,Centre Lathe,Lubricate lead screw,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Inspect gearbox oil level,Quarterly,No,No,Wheel Shop
CR-MAT-0046,Centre Lathe,Check tailstock alignment,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Inspect coolant flow rate,Monthly,No,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Check spindle bearing temperature,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Verify feed gearbox shifting,Quarterly,No,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Inspect drive belts,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Check bed wear patterns,Yearly,Yes,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Verify emergency stop function,Monthly,Yes,No,Wheel Shop
CR-MAT-0046,Centre Lathe,Check electrical panel cooling fans,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0046,Centre Lathe,Clean swarf tray and guards,Monthly,Yes,No,Wheel Shop
CR-MAT-0047,Shaper Machine,General lubrication of moving parts,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Check electrical panel health,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Inspect structural bolts tightness,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Check vibration levels,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Verify emergency stop function,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Check sensor calibration,Quarterly,No,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Inspect safety guards,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Check noise levels,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Inspect foundation integrity,Yearly,No,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Verify control system backup,Quarterly,No,No,Automatic Bogie Wash Plant
CR-MAT-0047,Shaper Machine,Clean machine body and surroundings,Monthly,No,Yes,Automatic Bogie Wash Plant
CR-MAT-0048,Grinding Machine,General lubrication of moving parts,Monthly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Check electrical panel health,Quarterly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Inspect structural bolts tightness,Quarterly,No,No,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Check vibration levels,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Verify emergency stop function,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Check sensor calibration,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Inspect safety guards,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Check noise levels,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Inspect foundation integrity,Yearly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Verify control system backup,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0048,Grinding Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0049,Bogie Assembly Fixture,General lubrication of moving parts,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Check electrical panel health,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Inspect structural bolts tightness,Quarterly,No,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Check vibration levels,Monthly,No,No,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Verify emergency stop function,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Check sensor calibration,Quarterly,Yes,No,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Inspect safety guards,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Check noise levels,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Inspect foundation integrity,Yearly,No,No,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Verify control system backup,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0049,Bogie Assembly Fixture,Clean machine body and surroundings,Monthly,No,Yes,Wheel Shop
CR-MAT-0050,Underframe Inspection Jig,General lubrication of moving parts,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Check electrical panel health,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Inspect structural bolts tightness,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Check vibration levels,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Verify emergency stop function,Monthly,No,Yes,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Check sensor calibration,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Inspect safety guards,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Check noise levels,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Inspect foundation integrity,Yearly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Verify control system backup,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0050,Underframe Inspection Jig,Clean machine body and surroundings,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0051,Shock Absorber Test Rig,General lubrication of moving parts,Monthly,Yes,No,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Check electrical panel health,Quarterly,Yes,No,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Inspect structural bolts tightness,Quarterly,Yes,Yes,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Check vibration levels,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Verify emergency stop function,Monthly,No,Yes,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Check sensor calibration,Quarterly,Yes,No,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Inspect safety guards,Monthly,Yes,No,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Check noise levels,Monthly,Yes,Yes,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Inspect foundation integrity,Yearly,No,No,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Verify control system backup,Quarterly,Yes,Yes,Trolley Shop
CR-MAT-0051,Shock Absorber Test Rig,Clean machine body and surroundings,Monthly,Yes,No,Trolley Shop
CR-MAT-0052,Grinding Machine,General lubrication of moving parts,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Check electrical panel health,Quarterly,No,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Check vibration levels,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Verify emergency stop function,Monthly,No,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Check sensor calibration,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Inspect safety guards,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Check noise levels,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Inspect foundation integrity,Yearly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Verify control system backup,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0052,Grinding Machine,Clean machine body and surroundings,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0053,CNC Axle Turning Lathe,Check CNC axis calibration,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Inspect hydraulic pressure system,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Check spindle bearing vibration,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Verify servo motor performance,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Inspect lubrication pump operation,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Check tool turret indexing accuracy,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Inspect coolant filtration unit,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Verify CNC backup battery health,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Check way cover condition,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Inspect chip conveyor operation,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Verify axis ball screw backlash,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0053,CNC Axle Turning Lathe,Check emergency stop circuit integrity,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Check chuck jaw wear,Monthly,No,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Lubricate lead screw,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Inspect gearbox oil level,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Check tailstock alignment,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Inspect coolant flow rate,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Check spindle bearing temperature,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Verify feed gearbox shifting,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Inspect drive belts,Quarterly,No,Yes,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Check bed wear patterns,Yearly,No,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Verify emergency stop function,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Check electrical panel cooling fans,Quarterly,No,No,Automatic Bogie Wash Plant
CR-MAT-0054,Centre Lathe,Clean swarf tray and guards,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0055,Industrial Welding Machine,Check output current calibration,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Inspect cable insulation,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Verify grounding integrity,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Inspect electrode holder wear,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Check cooling fan operation,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Inspect power contactors,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Check welding waveform stability,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Inspect control panel switches,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Check gas hose leakage,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Verify emergency stop function,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Inspect torch nozzle wear,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0055,Industrial Welding Machine,Clean dust from internal electronics,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0056,Shaper Machine,General lubrication of moving parts,Monthly,Yes,No,Wheel Shop
CR-MAT-0056,Shaper Machine,Check electrical panel health,Quarterly,No,Yes,Wheel Shop
CR-MAT-0056,Shaper Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,Wheel Shop
CR-MAT-0056,Shaper Machine,Check vibration levels,Monthly,No,Yes,Wheel Shop
CR-MAT-0056,Shaper Machine,Verify emergency stop function,Monthly,No,No,Wheel Shop
CR-MAT-0056,Shaper Machine,Inspect hydraulic / pneumatic lines,Monthly,No,Yes,Wheel Shop
CR-MAT-0056,Shaper Machine,Check sensor calibration,Quarterly,Yes,No,Wheel Shop
CR-MAT-0056,Shaper Machine,Inspect safety guards,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0056,Shaper Machine,Check noise levels,Monthly,No,No,Wheel Shop
CR-MAT-0056,Shaper Machine,Inspect foundation integrity,Yearly,Yes,Yes,Wheel Shop
CR-MAT-0056,Shaper Machine,Verify control system backup,Quarterly,Yes,No,Wheel Shop
CR-MAT-0056,Shaper Machine,Clean machine body and surroundings,Monthly,Yes,Yes,Wheel Shop
CR-MAT-0057,Bogie Wash System,General lubrication of moving parts,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Check electrical panel health,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Inspect structural bolts tightness,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Check vibration levels,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Verify emergency stop function,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Check sensor calibration,Quarterly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Inspect safety guards,Monthly,No,Yes,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Check noise levels,Monthly,Yes,Yes,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Inspect foundation integrity,Yearly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Verify control system backup,Quarterly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0057,Bogie Wash System,Clean machine body and surroundings,Monthly,Yes,No,Wheel Reprofiling Plant
CR-MAT-0058,Planer Machine,General lubrication of moving parts,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0058,Planer Machine,Check electrical panel health,Quarterly,No,No,Centre Lathe Section
CR-MAT-0058,Planer Machine,Inspect structural bolts tightness,Quarterly,No,No,Centre Lathe Section
CR-MAT-0058,Planer Machine,Check vibration levels,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0058,Planer Machine,Verify emergency stop function,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0058,Planer Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0058,Planer Machine,Check sensor calibration,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0058,Planer Machine,Inspect safety guards,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0058,Planer Machine,Check noise levels,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0058,Planer Machine,Inspect foundation integrity,Yearly,No,Yes,Centre Lathe Section
CR-MAT-0058,Planer Machine,Verify control system backup,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0058,Planer Machine,Clean machine body and surroundings,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0059,Hydraulic Wheel Press,Check hydraulic pressure stability,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Inspect piston seals,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Verify load cell calibration,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Inspect hydraulic oil contamination,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Check pressure relief valve operation,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Inspect pump motor current draw,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Check ram alignment,Quarterly,No,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Verify pressure gauge calibration,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Inspect hoses for leaks,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Check emergency stop function,Monthly,No,Yes,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Inspect structural frame bolts,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0059,Hydraulic Wheel Press,Clean hydraulic reservoir breather,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0060,Hydraulic Wheel Press,Check hydraulic pressure stability,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Inspect piston seals,Monthly,Yes,No,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Verify load cell calibration,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Inspect hydraulic oil contamination,Monthly,No,No,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Check pressure relief valve operation,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Inspect pump motor current draw,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Check ram alignment,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Verify pressure gauge calibration,Quarterly,Yes,Yes,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Inspect hoses for leaks,Monthly,No,Yes,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Check emergency stop function,Monthly,No,No,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Inspect structural frame bolts,Quarterly,Yes,No,Centre Lathe Section
CR-MAT-0060,Hydraulic Wheel Press,Clean hydraulic reservoir breather,Monthly,Yes,Yes,Centre Lathe Section
CR-MAT-0061,Wheel Re-Disking Machine,General lubrication of moving parts,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Check electrical panel health,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Inspect structural bolts tightness,Quarterly,No,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Check vibration levels,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Verify emergency stop function,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Check sensor calibration,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Inspect safety guards,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Check noise levels,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Inspect foundation integrity,Yearly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Verify control system backup,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0061,Wheel Re-Disking Machine,Clean machine body and surroundings,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,General lubrication of moving parts,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Check electrical panel health,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Inspect structural bolts tightness,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Check vibration levels,Monthly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Verify emergency stop function,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Inspect hydraulic / pneumatic lines,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Check sensor calibration,Quarterly,Yes,No,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Inspect safety guards,Monthly,No,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Check noise levels,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Inspect foundation integrity,Yearly,Yes,No,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Verify control system backup,Quarterly,Yes,Yes,Lifting Underframe Shop
CR-MAT-0062,Milling Machine,Clean machine body and surroundings,Monthly,Yes,No,Lifting Underframe Shop
CR-MAT-0063,Industrial Welding Machine,Check output current calibration,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Inspect cable insulation,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Verify grounding integrity,Quarterly,No,Yes,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Inspect electrode holder wear,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Check cooling fan operation,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Inspect power contactors,Quarterly,Yes,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Check welding waveform stability,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Inspect control panel switches,Monthly,Yes,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Check gas hose leakage,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Verify emergency stop function,Monthly,No,No,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Inspect torch nozzle wear,Monthly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0063,Industrial Welding Machine,Clean dust from internal electronics,Quarterly,Yes,Yes,Heavy Corrosion Shop
CR-MAT-0064,Bogie Wash System,General lubrication of moving parts,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Check electrical panel health,Quarterly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Inspect structural bolts tightness,Quarterly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Check vibration levels,Monthly,Yes,Yes,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Verify emergency stop function,Monthly,Yes,No,Automatic Bogie Wash Plant
CR-MAT-0064,Bogie Wash System,Inspect hydraulic / pneumatic lines,Monthly,Yes,No,Automatic Bogie Wash Plant
